"segment_id","name","category","episode_id","segment_order_in_episode"
2009011710,"","Weekend Update",20090117,9
2009011711,"La Policia Mexicana","Show",20090117,10
2009011712,"The View","Show",20090117,11
2009011713,"""Blue Ridge Mountains""","Musical Performance",20090117,12
2009011714,"Good Excuse!","Show",20090117,13
2009011715,"","Goodnights",20090117,14
200901101,"The Rachel Maddow Show","Cold Opening",20090110,0
200901102,"","Monologue",20090110,1
200901103,"Today","Show",20090110,2
200901104,"Save Broadway","Sketch",20090110,3
200901105,"Group Therapy","Sketch",20090110,4
200901106,"SNL Digital Short - The Doogie Howser Theme","Film",20090110,5
200901107,"""Love Story""","Musical Performance",20090110,6
200901108,"","Weekend Update",20090110,7
200901109,"two first Names","Show",20090110,8
2009011010,"Fran & Freba","Sketch",20090110,9
2009011011,"Frost/Other People","Commercial",20090110,10
2009011012,"""Forever & Always""","Musical Performance",20090110,11
2009011013,"Burger King","Commercial",20090110,12
2009011014,"","Goodnights",20090110,13
200812131,"Blagojevich Hearing","Cold Opening",20081213,0
200812132,"","Monologue",20081213,1
200812133,"Bronx Beat","Show",20081213,2
200812134,"Christmas Dinner","Sketch",20081213,3
200812135,"Wedding Toast","Sketch",20081213,4
200812136,"""Love Lockdown""","Musical Performance",20081213,5
200812137,"","Weekend Update",20081213,6
200812138,"Lamps","Sketch",20081213,7
200812139,"The Cat's Christmas Letter","Sketch",20081213,8
2008121310,"SNL Digital Short - Cookies","Film",20081213,9
2008121311,"""Heartless""","Musical Performance",20081213,10
2008121312,"","Goodnights",20081213,11
200812061,"A Message from the Secretary of State Designate","Cold Opening",20081206,0
200812062,"","Monologue",20081206,1
200812063,"Gas Right","Commercial",20081206,2
200812064,"New Girl","Sketch",20081206,3
200812065,"Obama Plays It Cool","Miscellaneous",20081206,4
200812066,"La Rivista Della Televisione","Show",20081206,5
200812067,"SNL Digital Short - Virgania Horsen's Pony Express","Film",20081206,6
200812068,"Calculator","Sketch",20081206,7
200812069,"""Whatever You Like""","Musical Performance",20081206,8
2008120610,"","Weekend Update",20081206,9
2008120611,"The Lost Works of Judy Blume","Sketch",20081206,10
2008120612,"SNL Digital Short - Jizz In My Pants","Film",20081206,11
2008120613,"""Swing Ya Rag""","Musical Performance",20081206,12
2008120614,"J'accuzzi","Commercial",20081206,13
2008120615,"","Goodnights",20081206,14
200811221,"Automaker Bailout Hearings","Cold Opening",20081122,0
200811222,"","Monologue",20081122,1
200811223,"Clear Rite","Sketch",20081122,2
200811224,"Dateline","Commercial",20081122,3
200811225,"Turkeys","Sketch",20081122,4
200811226,"Live Another Death","Sketch",20081122,5
200811227,"""One More Drink""","Musical Performance",20081122,6
200811228,"","Weekend Update",20081122,7
200811229,"Blizzard Man","Sketch",20081122,8
2008112210,"Thanksgiving Dinner","Sketch",20081122,9
2008112211,"Dale Britches' Down Home Phony Phone Calls","Commercial",20081122,10
2008112212,"""Chopped N Skrewed""","Musical Performance",20081122,11
2008112213,"Uno's","Sketch",20081122,12
2008112214,"","Goodnights",20081122,13
200811151,"The Office of the Vice President Elect","Cold Opening",20081115,0
200811152,"","Monologue",20081115,1
200811153,"sproingo","Commercial",20081115,2
200811154,"Affectionate Family","Sketch",20081115,3
200811155,"Scared Straight","Sketch",20081115,4
200811156,"SNL Digital Short - Everyone's a Critic","Film",20081115,5
200811157,"Songwriter Showcase","Sketch",20081115,6
200811158,"Song Memories","Sketch",20081115,7
200811159,"""If I Were a Boy""","Musical Performance",20081115,8
2008111510,"","Weekend Update",20081115,9
2008111511,"Beyonce Video Shoot","Sketch",20081115,10
2008111512,"Ledge Jumper","Sketch",20081115,11
2008111513,"""Single Ladies (Put a Ring on It)""","Musical Performance",20081115,12
2008111514,"Parking Lot Workers","Sketch",20081115,13
2008111515,"Clearing The Air","Film",20081115,14
2008111516,"","Goodnights",20081115,15
200811011,"QVC","Cold Opening",20081101,0
200811012,"","Monologue",20081101,1
200811013,"Jar Glove","Commercial",20081101,2
200811014,"The View","Show",20081101,3
200811015,"Countdown","Show",20081101,4
200811016,"Target","Sketch",20081101,5
200811017,"Staten Island Zoo","Commercial",20081101,6
200811018,"""Light On""","Musical Performance",20081101,7
200811019,"","Weekend Update",20081101,8
2008110110,"Night School Musical: Senior Year Equivalent","Commercial",20081101,9
2008110111,"Grady Wilson's Put The Fire Back In Your Marriage Techniques","Commercial",20081101,10
2008110112,"Movie Pitch","Sketch",20081101,11
2008110113,"""Declaration""","Musical Performance",20081101,12
2008110114,"Bierhoff Bros. House Of German Coats","Commercial",20081101,13
2008110115,"","Goodnights",20081101,14
200810251,"Biden/Murtha Rally","Cold Opening",20081025,0
200810252,"","Monologue",20081025,1
200810253,"Trick or Treat","Sketch",20081025,2
200810254,"SNL Digital Short - Ras Trent","Film",20081025,3
200810255,"Two A-Holes At An Ad Agency in the 1960s","Sketch",20081025,4
200810256,"The Barack Obama Variety Half Hour","Commercial",20081025,5
200810257,"Don Draper's Guide To Picking Up Women","Film",20081025,6
200810258,"""Viva La Vida""","Musical Performance",20081025,7
200810259,"","Weekend Update",20081025,8
2008102510,"Vincent Price's Halloween Special","Show",20081025,9
2008102511,"Jon Hamm's John Ham","Commercial",20081025,10
2008102512,"""Lost!""","Musical Performance",20081025,11
2008102513,"Pat Finger","Commercial",20081025,12
2008102514,"""Yellow""","Musical Performance",20081025,13
2008102515,"","Goodnights",20081025,14
2008102516,"""Lovers In Japan""","Musical Performance",20081025,15
200810181,"Palin Press Conference","Cold Opening",20081018,0
200810182,"","Monologue",20081018,1
200810183,"MacGruber","Sketch",20081018,2
200810184,"Surprise","Sketch",20081018,3
200810185,"MacGruber","Sketch",20081018,4
200810186,"The Suze Orman Show","Show",20081018,5
200810187,"Wahlberg's Confrontation","Miscellaneous",20081018,6
200810188,"I'm No Angel","Commercial",20081018,7
200810189,"MacGruber","Sketch",20081018,8
2008101810,"""Chasing Pavements""","Musical Performance",20081018,9
2008101811,"","Weekend Update",20081018,10
2008101812,"Fart Face","Sketch",20081018,11
2008101813,"Narc School","Show",20081018,12
2008101814,"ReadiTrade.com","Commercial",20081018,13
2008101815,"New York Underground","Show",20081018,14
2008101816,"""Cold Shoulder""","Musical Performance",20081018,15
2008101817,"Fall Foliage","Sketch",20081018,16
2008101818,"","Goodnights",20081018,17
200810041,"Vice Presidential Debate","Cold Opening",20081004,0
200810042,"","Monologue",20081004,1
200810043,"The Lawrence Welk Show","Show",20081004,2
200810044,"Bailout Press Conference","Sketch",20081004,3
200810045,"Boys Night Out","Sketch",20081004,4
200810046,"SNL Digital Short - Extreme Activities Competition","Film",20081004,5
200810047,"""Human""","Musical Performance",20081004,6
200810048,"","Weekend Update",20081004,7
200810049,"Supercalifragilisticexpialidocious","Sketch",20081004,8
2008100410,"Sioux City News 3","Commercial",20081004,9
2008100411,"Mark Wahlberg Talks To Animals","Sketch",20081004,10
2008100412,"I'm Not Gay","Sketch",20081004,11
2008100413,"""Spaceman""","Musical Performance",20081004,12
2008100414,"The Less Provocative Songs Of Katy Perry","Commercial",20081004,13
2008100415,"","Goodnights",20081004,14
200809271,"CBS Evening News","Cold Opening",20080927,0
200809272,"","Monologue",20080927,1
200809273,"Making New Friends","Sketch",20080927,2
200809274,"First Presidential Debate","Sketch",20080927,3
200809275,"Boat Ride","Sketch",20080927,4
200809276,"""Mercy""","Musical Performance",20080927,5
200809277,"","Weekend Update",20080927,6
200809278,"Scores","Sketch",20080927,7
200809279,"Deep House Dish","Show",20080927,8
2008092710,"Googie Rene's Slightly Stained Wedding Dress Basement","Commercial",20080927,9
2008092711,"""Stepping Stone""","Musical Performance",20080927,10
2008092712,"Ex-Boyfriend","Sketch",20080927,11
2008092713,"","Goodnights",20080927,12
200809201,"McCain Recording Session","Cold Opening",20080920,0
200809202,"","Monologue",20080920,1
200809203,"The Cougar Den","Show",20080920,2
200809204,"Agent 420","Sketch",20080920,3
200809205,"Simpson Jury Selection","Sketch",20080920,4
200809206,"SNL Digital Short - Murray Hill","Film",20080920,5
200809207,"The Looker","Commercial",20080920,6
200809208,"""Sex On Fire""","Musical Performance",20080920,7
200809209,"","Weekend Update",20080920,8
2008092010,"The New York Times","Sketch",20080920,9
2008092011,"Of Mice and Men","Sketch",20080920,10
2008092012,"Yankee Stadium Stories","Film",20080920,11
2008092013,"""Use Somebody""","Musical Performance",20080920,12
2008092014,"Dafoe's Revenge","Sketch",20080920,13
2008092015,"","Goodnights",20080920,14
200809131,"A Nonpartisan Message From Sarah Palin & Hillary Clinton","Cold Opening",20080913,0
200809132,"","Monologue",20080913,1
200809133,"Quiz Bowl","Game Show",20080913,2
200809134,"Jar Glove","Commercial",20080913,3
200809135,"Swim Team Motivation","Sketch",20080913,4
200809136,"Big Kids","Sketch",20080913,5
200809137,"""Got Money""","Musical Performance",20080913,6
200809138,"","Weekend Update",20080913,7
200809139,"The Charles Barkley Show","Show",20080913,8
2008091310,"T-Mobile","Commercial",20080913,9
2008091311,"SNL Digital Short - Space Olympics","Film",20080913,10
2008091312,"Uno's","Sketch",20080913,11
2008091313,"""Lollipop""","Musical Performance",20080913,12
2008091314,"The Michael Phelps Diet","Commercial",20080913,13
2008091315,"","In Memoriam",20080913,14
2008091316,"","Goodnights",20080913,15
200805171,"Pounder School Commencement","Cold Opening",20080517,0
200805172,"","Monologue",20080517,1
200805173,"There Can Only Be One","Commercial",20080517,2
200805174,"Deal Or No Deal","Game Show",20080517,3
200805175,"Two A-holes Do karaoke","Sketch",20080517,4
200805176,"SNL Digital Short - The Japanese Office","Film",20080517,5
200805177,"McCain 2008","Commercial",20080517,6
200805178,"""This Ain't Sex""","Musical Performance",20080517,7
200805179,"","Weekend Update",20080517,8
2008051710,"The Charlie Flitt Show","Show",20080517,9
2008051711,"CPR Training","Sketch",20080517,10
2008051712,"""Love in This Club""","Musical Performance",20080517,11
2008051713,"Bless This Child","Musical Sketch",20080517,12
2008051714,"","Goodnights",20080517,13
200805101,"Clinton's Qualities","Cold Opening",20080510,0
200805102,"","Monologue",20080510,1
200805103,"MacGruber","Sketch",20080510,2
200805104,"It's A Match","Game Show",20080510,3
200805105,"Scared Straight","Sketch",20080510,4
200805106,"MacGruber","Sketch",20080510,5
200805107,"The Suze Orman Show","Show",20080510,6
200805108,"SNL Digital Short - The Best Look In The World","Film",20080510,7
200805109,"""I'm Amazed""","Musical Performance",20080510,8
2008051010,"","Weekend Update",20080510,9
2008051011,"La Rivista Della Televisione","Show",20080510,10
2008051012,"MacGruber","Sketch",20080510,11
2008051013,"Admirers","Sketch",20080510,12
2008051014,"""Evil Urges""","Musical Performance",20080510,13
2008051015,"New York Funky","Sketch",20080510,14
2008051016,"","Goodnights",20080510,15
200804121,"Petraeus Report on Iraq","Cold Opening",20080412,0
200804122,"","Monologue",20080412,1
200804123,"The Cougar Den","Show",20080412,2
200804124,"Waiting With Oliver","Sketch",20080412,3
200804125,"SNL Digital Short - Daiquiri Girl","Film",20080412,4
200804126,"Activia Commercial Shoot","Sketch",20080412,5
200804127,"""Run (I'm A Natural Disaster)""","Musical Performance",20080412,6
200804128,"","Weekend Update",20080412,7
200804129,"Song Memories","Sketch",20080412,8
2008041210,"Death By Chocolate","Sketch",20080412,9
2008041211,"The Mellow Show","Show",20080412,10
2008041212,"Death By Chocolate","Sketch",20080412,11
2008041213,"""Who's Gonna Save My Soul""","Musical Performance",20080412,12
2008041214,"The Rusty Pony","Sketch",20080412,13
2008041215,"Death By Chocolate","Sketch",20080412,14
2008041216,"","Goodnights",20080412,15
200804051,"Hillary for President","Cold Opening",20080405,0
200804052,"","Monologue",20080405,1
200804053,"annuale","Commercial",20080405,2
200804054,"Grease Rehearsal","Sketch",20080405,3
200804055,"Eric's Goodbye","Sketch",20080405,4
200804056,"SNL Digital Short - Laser Cats! 3D","Film",20080405,5
200804057,"Surprise","Sketch",20080405,6
200804058,"""Nine In The Afternoon""","Musical Performance",20080405,7
200804059,"","Weekend Update",20080405,8
2008040510,"Walken Family Reunion","Sketch",20080405,9
2008040511,"Indoor Gardening Tips from A Man Who's Very Scared Of Plants","Sketch",20080405,10
2008040512,"Top Chef","Show",20080405,11
2008040513,"""I Write Sins Not Tragedies""","Musical Performance",20080405,12
2008040514,"Larry King Live","Show",20080405,13
2008040515,"","Goodnights",20080405,14
200803151,"Spitzer & Associates","Cold Opening",20080315,0
200803152,"","Monologue",20080315,1
200803153,"MacGruber","Sketch",20080315,2
200803154,"What's Your Situation?","Game Show",20080315,3
200803155,"Six Year Old","Sketch",20080315,4
200803156,"MacGruber","Sketch",20080315,5
200803157,"The Suze Orman Show","Show",20080315,6
200803158,"SNL Digital Short - Andy's Dad","Film",20080315,7
200803159,"""Touch My Body""","Musical Performance",20080315,8
2008031510,"","Weekend Update",20080315,9
2008031511,"Target","Sketch",20080315,10
2008031512,"NBC Special Report","Show",20080315,11
2008031513,"Clancy T. Bachleratt and Jackie Snad Sing Songs about Spaceships, Toddlers, Model T. Cars & Jars of Beer","Commercial",20080315,12
2008031514,"""Migrate""","Musical Performance",20080315,13
2008031515,"Face to Face","Sketch",20080315,14
2008031516,"","Goodnights",20080315,15
200803081,"Call Dramatization","Cold Opening",20080308,0
200803082,"","Monologue",20080308,1
200803083,"Mirror Image","Show",20080308,2
200803084,"Couples Therapy","Sketch",20080308,3
200803085,"SNL Digital Short - Hero Song","Film",20080308,4
200803086,"Fierce: The Hot Mess Make-Over Show","Commercial",20080308,5
200803087,"""A-Punk""","Musical Performance",20080308,6
200803088,"","Weekend Update",20080308,7
200803089,"Traffic School","Sketch",20080308,8
2008030810,"Dr. Uncle Jimmy's Smokehouse and Outpatient Surgical Facility","Commercial",20080308,9
2008030811,"Roger Clemens Presents","Sketch",20080308,10
2008030812,"The Tookie Styles Show","Commercial",20080308,11
2008030813,"""M79""","Musical Performance",20080308,12
2008030814,"Celebrations","Sketch",20080308,13
2008030815,"","Goodnights",20080308,14
200803011,"The Democratic Candidates Debate","Cold Opening",20080301,0
200803012,"","Monologue",20080301,1
200803013,"The Dakota Fanning Show","Show",20080301,2
200803014,"The Obama Files","Cartoon",20080301,3
200803015,"The College For Excellence","Commercial",20080301,4
200803016,"The Other Boleyn Girls","Commercial",20080301,5
200803017,"SNL Digital Short - Nightmare","Film",20080301,6
200803018,"""Hate It Here""","Musical Performance",20080301,7
200803019,"","Weekend Update",20080301,8
2008030110,"Shopping with Virginiaca","Sketch",20080301,9
2008030111,"Hook's Revenge","Sketch",20080301,10
2008030112,"""Walken""","Musical Performance",20080301,11
2008030113,"Marty Goes Gay","Sketch",20080301,12
2008030114,"","Goodnights",20080301,13
200802231,"CNN Univision Democratic Debate","Cold Opening",20080223,0
200802232,"","Monologue",20080223,1
200802233,"annuale","Commercial",20080223,2
200802234,"Rock of Love 2","Show",20080223,3
200802235,"SNL Digital Short - Grandkids In The Movies","Film",20080223,4
200802236,"What's That Bitch Talking About?","Game Show",20080223,5
200802237,"""All-American Girl""","Musical Performance",20080223,6
200802238,"","Weekend Update",20080223,7
200802239,"The Celebrity Apprentice","Commercial",20080223,8
2008022310,"Wedding Toast","Sketch",20080223,9
2008022311,"Virgania Horsen's Hot Air Balloon Rides","Commercial",20080223,10
2008022312,"I Drink Your Milkshake","Show",20080223,11
2008022313,"""Flat On The Floor""","Musical Performance",20080223,12
2008022314,"Lady business","Commercial",20080223,13
2008022315,"","Goodnights",20080223,14
200711031,"Halloween Party","Cold Opening",20071103,0
200711032,"","Monologue",20071103,1
200711033,"Maybelline For Men","Commercial",20071103,2
200711034,"Bronx Beat","Show",20071103,3
200711035,"Riley's Way","Sketch",20071103,4
200711036,"Publishers Clearing House Giveaway","Sketch",20071103,5
200711037,"SNL Digital Short - Brian Diaries","Film",20071103,6
200711038,"""1234""","Musical Performance",20071103,7
200711039,"","Weekend Update",20071103,8
2007110310,"Larry King Live","Show",20071103,9
2007110311,"iPhone","Commercial",20071103,10
2007110312,"Before The Debate","Sketch",20071103,11
2007110313,"""I Feel It All""","Musical Performance",20071103,12
2007110314,"The New Open","Sketch",20071103,13
2007110315,"","Goodnights",20071103,14
200710131,"Amy Poehler's House","Cold Opening",20071013,0
200710132,"","Monologue",20071013,1
200710133,"""Lost Highway""","Musical Performance",20071013,2
200710134,"Ohhhhh!","Game Show",20071013,3
200710135,"A Visit with Former Vice President Al Gore","Miscellaneous",20071013,4
200710136,"SNL Digital Short - People Getting Punched Just Before Eating","Film",20071013,5
200710137,"Postseason 07","Commercial",20071013,6
200710138,"La Rivista Della Televisione","Show",20071013,7
200710139,"","Weekend Update",20071013,8
2007101310,"""The Pretender""","Musical Performance",20071013,9
2007101311,"Where's My Purse?","Sketch",20071013,10
2007101312,"Postseason 07","Commercial",20071013,11
2007101313,"Notre Dame Football on NBC","Miscellaneous",20071013,12
2007101314,"What To Call The Band","Sketch",20071013,13
2007101315,"Iconoclasts","Commercial",20071013,14
2007101316,"","Goodnights",20071013,15
2007101317,"""Who Says You Can't Go Home""","Musical Performance",20071013,16
200710061,"A Message from Kevin Federline","Cold Opening",20071006,0
200710062,"","Monologue",20071006,1
200710063,"Veritas Ultrasound HD","Commercial",20071006,2
200710064,"2007 National Douchebag Championships","Show",20071006,3
200710065,"MacGruber","Sketch",20071006,4
200710066,"Big Kids","Sketch",20071006,5
200710067,"MacGruber","Sketch",20071006,6
200710068,"A Message from Fred Thompson","Miscellaneous",20071006,7
200710069,"MacGruber","Sketch",20071006,8
2007100610,"""The Underdog""","Musical Performance",20071006,9
2007100611,"","Weekend Update",20071006,10
2007100612,"Anerica's First Colonists","Show",20071006,11
2007100613,"Rowlf & The Swedish Chef","Miscellaneous",20071006,12
2007100614,"""You Got Yr. Cherry Bomb""","Musical Performance",20071006,13
2007100615,"Mad Joe Dixon","Sketch",20071006,14
2007100616,"","Goodnights",20071006,15
200709291,"The All-But-Certain-To-Be Next President","Cold Opening",20070929,0
200709292,"","Monologue",20070929,1
200709293,"Angry Dog","Commercial",20070929,2
200709294,"Children's Hope Auction","Sketch",20070929,3
200709295,"High School Musical 3: Return Of The Seniors","Commercial",20070929,4
200709296,"SNL Digital Short - Iran So Far","Film",20070929,5
200709297,"Read To Achieve","Sketch",20070929,6
200709298,"The Lyle Kane Show","Show",20070929,7
200709299,"""Stronger"", ""Good Life""","Musical Performance",20070929,8
2007092910,"","Weekend Update",20070929,9
2007092911,"Best Of Solid Gold","Commercial",20070929,10
2007092912,"The Ambiguously Gay Duo - First Served, First Come","Cartoon",20070929,11
2007092913,"106 & Park Top Ten Live","Show",20070929,12
2007092914,"""Champion"", ""Everything I Am""","Musical Performance",20070929,13
2007092915,"Great Moments in Guidance Counseling","Sketch",20070929,14
2007092916,"","Goodnights",20070929,15
200705191,"Puppet Bush","Cold Opening",20070519,0
200705192,"","Monologue",20070519,1
200705193,"SNL Digital Short - Puppy Love","Film",20070519,2
200705194,"Prom Committee","Sketch",20070519,3
200705195,"Deep House Dish","Show",20070519,4
200705196,"Decision '08: Spring '07 Cleaning","Cartoon",20070519,5
200705197,"Song Memories","Sketch",20070519,6
200705198,"""Makes Me Wonder""","Musical Performance",20070519,7
200705199,"","Weekend Update",20070519,8
2007051910,"La Rivista Della Televisione","Show",20070519,9
2007051911,"Bronx Beat","Show",20070519,10
2007051912,"""Won't Go Home Without You""","Musical Performance",20070519,11
2007051913,"Melissa","Sketch",20070519,12
2007051914,"","Goodnights",20070519,13
200705121,"American Idol","Cold Opening",20070512,0
200705122,"","Monologue",20070512,1
200705123,"Urigro","Commercial",20070512,2
200705124,"Tenant Meeting","Sketch",20070512,3
200705125,"The Fringe Candidates Debate","Show",20070512,4
200705126,"The Sopranos","Show",20070512,5
200705127,"""What I've Done""","Musical Performance",20070512,6
200705128,"","Weekend Update",20070512,7
200705129,"Kaitlin Entertains","Sketch",20070512,8
2007051210,"MacGruber","Sketch",20070512,9
2007051211,"The Life Of Big-Boobed Einstein","Cartoon",20070512,10
2007051212,"The Oak Room","Sketch",20070512,11
2007051213,"MacGruber","Sketch",20070512,12
2007051214,"""Bleed it Out""","Musical Performance",20070512,13
2007051215,"Trump Steaks","Commercial",20070512,14
2007051216,"MacGruber","Sketch",20070512,15
2007051217,"","Goodnights",20070512,16
200704211,"White House Press Conference","Cold Opening",20070421,0
200704212,"","Monologue",20070421,1
200704213,"Live with Regis & Kelly","Show",20070421,2
200704214,"Prom Dress Shopping","Sketch",20070421,3
200704215,"SNL Digital Short - Roy Rules!","Film",20070421,4
200704216,"Mike's Marbleopolis","Commercial",20070421,5
200704217,"WIIX News","Sketch",20070421,6
200704218,"""Earth Intruders""","Musical Performance",20070421,7
200704219,"","Weekend Update",20070421,8
2007042110,"Kuatos","Sketch",20070421,9
2007042111,"News Makers","Show",20070421,10
2007042112,"Torboto","Cartoon",20070421,11
2007042113,"""Wanderlust""","Musical Performance",20070421,12
2007042114,"","Goodnights",20070421,13
200704141,"Wings Of Hope","Cold Opening",20070414,0
200704142,"","Monologue",20070414,1
200704143,"The Hathaway Moustache Ride Company","Commercial",20070414,2
200704144,"Prince Show","Show",20070414,3
200704145,"Buying Beer","Sketch",20070414,4
200704146,"The Dakota Fanning Show","Show",20070414,5
200704147,"SNL Digital Short - Dear Sister","Film",20070414,6
200704148,"Sofa King","Commercial",20070414,7
200704149,"""Girlfriend""","Musical Performance",20070414,8
2007041410,"","Weekend Update",20070414,9
2007041411,"Knife Salesmen","Sketch",20070414,10
2007041412,"An Intimate Moment with John Mayer & Jessica Simpson","Sketch",20070414,11
2007041413,"""I Can Do Better""","Musical Performance",20070414,12
2007041414,"Shia & Maya","Sketch",20070414,13
2007041415,"","Goodnights",20070414,14
200703241,"Bush's Press Conference","Cold Opening",20070324,0
200703242,"","Monologue",20070324,1
200703243,"SNL Digital Short - United Way","Film",20070324,2
200703244,"Bronx Beat","Show",20070324,3
200703245,"ESPN's NCAA Tournament Pool Party","Show",20070324,4
200703246,"Party Pooper","Sketch",20070324,5
200703247,"Maraka","Cartoon",20070324,6
200703248,"Locker Room Motivation","Sketch",20070324,7
200703249,"""Before He Cheats""","Musical Performance",20070324,8
2007032410,"","Weekend Update",20070324,9
2007032411,"300","Sketch",20070324,10
2007032412,"""Wasted""","Musical Performance",20070324,11
2007032413,"Porch Talk","Sketch",20070324,12
2007032414,"The Mercedes 550","Commercial",20070324,13
2007032415,"Air Force One","Commercial",20070324,14
2007032416,"","Goodnights",20070324,15
200703171,"SNL Special Report","Cold Opening",20070317,0
200703172,"","Monologue",20070317,1
200703173,"Oprah","Show",20070317,2
200703174,"Monex","Commercial",20070317,3
200703175,"R.P.S.","Sketch",20070317,4
200703176,"La Rivista Della Televisione","Show",20070317,5
200703177,"""You're All I Have""","Musical Performance",20070317,6
200703178,"","Weekend Update",20070317,7
200703179,"Deep House Dish","Show",20070317,8
2007031710,"CBS Cares","Sketch",20070317,9
2007031711,"Homebots","Sketch",20070317,10
2007031712,"""Chasing Cars""","Musical Performance",20070317,11
2007031713,"The Search for the Next Doll","Commercial",20070317,12
2007031714,"","Goodnights",20070317,13
200702241,"The Situation Room","Cold Opening",20070224,0
200702242,"","Monologue",20070224,1
200702243,"Song Memories","Sketch",20070224,2
200702244,"SNL Digital Short - Business Meeting","Film",20070224,3
200702245,"Art Dealers","Sketch",20070224,4
200702246,"Peeping Jerry","Sketch",20070224,5
200702247,"""Intervention""","Musical Performance",20070224,6
200702248,"","Weekend Update",20070224,7
200702249,"First Day at Work","Sketch",20070224,8
2007022410,"White Possum Scream","Commercial",20070224,9
2007022411,"River Bliss","Sketch",20070224,10
2007022412,"""Keep the Car Running""","Musical Performance",20070224,11
2007022413,"","Goodnights",20070224,12
200702101,"Happy Valentine's Day From The Cheney Family","Cold Opening",20070210,0
200702102,"","Monologue",20070210,1
200702103,"Bronx Beat","Show",20070210,2
200702104,"SNL Digital Short - Andy Popping Into Frame","Film",20070210,3
200702105,"Assagio's","Sketch",20070210,4
200702106,"Urigro","Commercial",20070210,5
200702107,"Man Versus Beast Tournament Of Champions: The Road To The Final Four","Show",20070210,6
200702108,"""Stupid Boy""","Musical Performance",20070210,7
200702109,"","Weekend Update",20070210,8
2007021010,"Love Whitney: Whitney Houston's Valentine's Day Special","Show",20070210,9
2007021011,"Am I A Crazy Street Person?","Game Show",20070210,10
2007021012,"""Once In A Lifetime""","Musical Performance",20070210,11
2007021013,"Staten Island Zoo","Commercial",20070210,12
2007021014,"","Goodnights",20070210,13
200702031,"American Idol","Cold Opening",20070203,0
200702032,"","Monologue",20070203,1
200702033,"The Dakota Fanning Show","Show",20070203,2
200702034,"Poison Therapy","Sketch",20070203,3
200702035,"SNL Digital Short - Body Fuzion","Film",20070203,4
200702036,"Target","Sketch",20070203,5
200702037,"Job Interview","Sketch",20070203,6
200702038,"""Smile""","Musical Performance",20070203,7
200702039,"","Weekend Update",20070203,8
2007020310,"Versace Super Bowl Party","Show",20070203,9
2007020311,"Jo-Jo the Valet","Sketch",20070203,10
2007020312,"Firestarter Brand Smoked Sausages","Commercial",20070203,11
2007020313,"""LDN""","Musical Performance",20070203,12
2007020314,"Formosa Cafe","Sketch",20070203,13
2007020315,"Nelson's Baby Toupees","Commercial",20070203,14
2007020316,"","Goodnights",20070203,15
200701201,"Hardball","Cold Opening",20070120,0
200701202,"","Monologue",20070120,1
200701203,"Urigro","Commercial",20070120,2
200701204,"AFC Championship","Sketch",20070120,3
200701205,"Fun With Real Audio - 2007: The Year In Review","Cartoon",20070120,4
200701206,"The First Person In The History Of The World To Dance","Sketch",20070120,5
200701207,"MacGruber","Sketch",20070120,6
200701208,"Two A-Holes at an Adoption Agency","Sketch",20070120,7
200701209,"MacGruber","Sketch",20070120,8
2007012010,"""Love Like Winter""","Musical Performance",20070120,9
2007012011,"","Weekend Update",20070120,10
2007012012,"Blizzard Man","Sketch",20070120,11
2007012013,"MacGruber","Sketch",20070120,12
2007012014,"Crystal Falls Town Council","Sketch",20070120,13
2007012015,"SNL Digital Short - Nurse Nancy","Film",20070120,14
2007012016,"""Miss Murder""","Musical Performance",20070120,15
2007012017,"Lansford Brothers & Associates: Hangmen-At-Law","Commercial",20070120,16
2007012018,"","In Memoriam",20070120,17
2007012019,"","Goodnights",20070120,18
200701131,"More Troops","Cold Opening",20070113,0
200701132,"","Monologue",20070113,1
200701133,"Deep House Dish","Show",20070113,2
200701134,"Bronx Beat","Show",20070113,3
200701135,"Trump Press Conference","Sketch",20070113,4
200701136,"Cool Food","Sketch",20070113,5
200701137,"SNL Digital Short - Laser Cats! 2","Film",20070113,6
200701138,"Stock Footage Awards","Award Show",20070113,7
200701139,"""Phantom Limb""","Musical Performance",20070113,8
2007011310,"","Weekend Update",20070113,9
2007011311,"Law & Order Master Class","Sketch",20070113,10
2007011312,"Wheelchair Dates","Sketch",20070113,11
2007011313,"""New Slang""","Musical Performance",20070113,12
2007011314,"Kaplan, Liebowitz & Dolemite","Commercial",20070113,13
2007011315,"","Goodnights",20070113,14
200612161,"Santa's My Boyfriend","Cold Opening",20061216,0
200612162,"","Monologue",20061216,1
200612163,"Competing Charities","Sketch",20061216,2
200612164,"Target","Sketch",20061216,3
200612165,"SNL Digital Short - A Special Box","Film",20061216,4
200612166,"The Barry Gibb Talk Show","Show",20061216,5
200612167,"Dry Eyes","Game Show",20061216,6
200612168,"""My Love""","Musical Performance",20061216,7
200612169,"","Weekend Update",20061216,8
2006121610,"Hip Hop Kids","Show",20061216,9
2006121611,"Elf Audition","Sketch",20061216,10
2006121612,"A Holiday Message from Nancy Grace","Miscellaneous",20061216,11
2006121613,"""What Goes Around""","Musical Performance",20061216,12
2006121614,"","Goodnights",20061216,13
200612091,"Bush's Plan for Iraq","Cold Opening",20061209,0
200612092,"","Monologue",20061209,1
200612093,"SNL Digital Short - Apocalypto","Film",20061209,2
200612094,"Good morning: I hate this town","Show",20061209,3
